group_sid,group_id,group_name,technique_id,technique_name,is_subtechnique
intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1,G1032,INC Ransom,T1569.002,Service Execution,True
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1552.004,Private Keys,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1518.001,Security Software Discovery,True
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1124,System Time Discovery,False
intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de,G0120,Evilnum,T1204.001,Malicious Link,True
intrusion-set--e1fc262c-dad2-4b82-abda-5f08dd134971,G1047,Velvet Ant,T1569.002,Service Execution,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1608.004,Drive-by Target,True
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1110.003,Password Spraying,True
intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,G0142,Confucius,T1566.001,Spearphishing Attachment,True
intrusion-set--674582ec-51c4-42ce-b409-797239e37a2a,G1031,Saint Bear,T1059.001,PowerShell,True
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1119,Automated Collection,False
intrusion-set--c4d50cdf-87ce-407d-86d8-862883485842,G0099,APT-C-36,T1588.002,Tool,True
intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3,G0134,Transparent Tribe,T1583.001,Domains,True
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1027.003,Steganography,True
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1489,Service Stop,False
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1003.002,Security Account Manager,True
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1071.001,Web Protocols,True
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1562.001,Disable or Modify Tools,True
intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,G0121,Sidewinder,T1083,File and Directory Discovery,False
intrusion-set--e1fc262c-dad2-4b82-abda-5f08dd134971,G1047,Velvet Ant,T1049,System Network Connections Discovery,False
intrusion-set--bf668120-e9a6-4017-a014-bfc0f5232656,G1026,Malteiro,T1082,System Information Discovery,False
intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,G0108,Blue Mockingbird,T1134,Access Token Manipulation,False
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,G0117,Fox Kitten,T1190,Exploit Public-Facing Application,False
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1087.002,Domain Account,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1560.001,Archive via Utility,True
intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c,G1009,Moses Staff,T1562.004,Disable or Modify System Firewall,True
intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,G1040,Play,T1021.002,SMB/Windows Admin Shares,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1041,Exfiltration Over C2 Channel,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1595.002,Vulnerability Scanning,True
intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,G0128,ZIRCONIUM,T1583.001,Domains,True
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1585.001,Social Media Accounts,True
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,G0030,Lotus Blossom,T1047,Windows Management Instrumentation,False
intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,G0090,WIRTE,T1588.002,Tool,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1059.001,PowerShell,True
intrusion-set--c5b81590-6814-4d2a-8baa-15c4b6c7f960,G0131,Tonto Team,T1003,OS Credential Dumping,False
intrusion-set--8b1e16f6-e7c8-4b7a-a5df-f81232c13e2f,G1021,Cinnamon Tempest,T1078.002,Domain Accounts,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1489,Service Stop,False
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1059.001,PowerShell,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1059.006,Python,True
intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,G0021,Molerats,T1057,Process Discovery,False
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,G1001,HEXANE,T1586.002,Email Accounts,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1074.001,Local Data Staging,True
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1505.003,Web Shell,True
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1114.002,Remote Email Collection,True
intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,G0100,Inception,T1204.002,Malicious File,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1057,Process Discovery,False
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1036.004,Masquerade Task or Service,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1053,Scheduled Task/Job,False
intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03,G0140,LazyScripter,T1059.005,Visual Basic,True
intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,G1011,EXOTIC LILY,T1566.002,Spearphishing Link,True
intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c,G1035,Winter Vivern,T1036.004,Masquerade Task or Service,True
intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,G0019,Naikon,T1137.006,Add-ins,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1005,Data from Local System,False
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1059.007,JavaScript,True
intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,G0139,TeamTNT,T1611,Escape to Host,False
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,G1018,TA2541,T1059.001,PowerShell,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1218.005,Mshta,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1113,Screen Capture,False
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1036.010,Masquerade Account Name,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1003,OS Credential Dumping,False
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1562.002,Disable Windows Event Logging,True
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1052.001,Exfiltration over USB,True
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1070.006,Timestomp,True
intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,G1022,ToddyCat,T1095,Non-Application Layer Protocol,False
intrusion-set--3ea7add5-5b8f-45d8-b1f1-905d2729d62a,G1012,CURIUM,T1005,Data from Local System,False
intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,G1022,ToddyCat,T1078.002,Domain Accounts,True
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1016,System Network Configuration Discovery,False
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,G0091,Silence,T1072,Software Deployment Tools,False
intrusion-set--3ea7add5-5b8f-45d8-b1f1-905d2729d62a,G1012,CURIUM,T1585.001,Social Media Accounts,True
intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,G0009,Deep Panda,T1059.001,PowerShell,True
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,G0119,Indrik Spider,T1059.001,PowerShell,True
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1059.003,Windows Command Shell,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1573.001,Symmetric Cryptography,True
intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,G0049,OilRig,T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,True
intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,G1023,APT5,T1560.001,Archive via Utility,True
intrusion-set--1c3dcf91-b859-4aae-a09c-ae26dc8b6390,G1045,Salt Typhoon,T1040,Network Sniffing,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1213.002,Sharepoint,True
intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6,G0085,FIN4,T1564.008,Email Hiding Rules,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1078.003,Local Accounts,True
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1059.001,PowerShell,True
intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,G0001,Axiom,T1021.001,Remote Desktop Protocol,True
intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,G0045,menuPass,T1218.004,InstallUtil,True
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,G0117,Fox Kitten,T1555.005,Password Managers,True
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1589.002,Email Addresses,True
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1562.001,Disable or Modify Tools,True
intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,G0075,Rancor,T1053.005,Scheduled Task,True
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1585,Establish Accounts,False
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1589,Gather Victim Identity Information,False
intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,G0019,Naikon,T1016,System Network Configuration Discovery,False
intrusion-set--2a158b0a-7ef8-43cb-9985-bf34d1e12050,G0019,Naikon,T1036.005,Match Legitimate Resource Name or Location,True
intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,G0112,Windshift,T1518,Software Discovery,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1119,Automated Collection,False
intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f,G0142,Confucius,T1203,Exploitation for Client Execution,False
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1070.006,Timestomp,True
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1059.001,PowerShell,True
intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,G0117,Fox Kitten,T1003.003,NTDS,True
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1135,Network Share Discovery,False
intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c,G1035,Winter Vivern,T1113,Screen Capture,False
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,G0126,Higaisa,T1071.001,Web Protocols,True
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1070.004,File Deletion,True
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1204.001,Malicious Link,True
intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,G0033,Poseidon Group,T1007,System Service Discovery,False
intrusion-set--7251b44b-6072-476c-b8d9-a6e32c355b28,G1019,MoustachedBouncer,T1068,Exploitation for Privilege Escalation,False
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1546.008,Accessibility Features,True
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1547.009,Shortcut Modification,True
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1059.007,JavaScript,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1558.003,Kerberoasting,True
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1588.002,Tool,True
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1593.003,Code Repositories,True
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1654,Log Enumeration,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1078.004,Cloud Accounts,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1189,Drive-by Compromise,False
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1560.001,Archive via Utility,True
intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,G0060,BRONZE BUTLER,T1189,Drive-by Compromise,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1221,Template Injection,False
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1136.003,Cloud Account,True
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1106,Native API,False
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1588.002,Tool,True
intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af,G1011,EXOTIC LILY,T1204.002,Malicious File,True
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1562.001,Disable or Modify Tools,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1068,Exploitation for Privilege Escalation,False
intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0,G1018,TA2541,T1027.013,Encrypted/Encoded File,True
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,G0119,Indrik Spider,T1078.002,Domain Accounts,True
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1036,Masquerading,False
intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,G0016,APT29,T1027.001,Binary Padding,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1059.001,PowerShell,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1071.001,Web Protocols,True
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1021.004,SSH,True
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1007,System Service Discovery,False
intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,G0010,Turla,T1564.012,File/Path Exclusions,True
intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8,G0038,Stealth Falcon,T1573.001,Symmetric Cryptography,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1005,Data from Local System,False
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1590,Gather Victim Network Information,False
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1491.002,External Defacement,True
intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,G0040,Patchwork,T1203,Exploitation for Client Execution,False
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1213.002,Sharepoint,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1567.002,Exfiltration to Cloud Storage,True
intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6,G1014,LuminousMoth,T1204.001,Malicious Link,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1562.001,Disable or Modify Tools,True
intrusion-set--fa19de15-6169-428d-9cd6-3ca3d56075b7,G0130,Ajax Security Team,T1204.002,Malicious File,True
intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8,G0038,Stealth Falcon,T1012,Query Registry,False
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1505.003,Web Shell,True
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1218.011,Rundll32,True
intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,G0075,Rancor,T1105,Ingress Tool Transfer,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1036.005,Match Legitimate Resource Name or Location,True
intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,G0037,FIN6,T1068,Exploitation for Privilege Escalation,False
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,G1033,Star Blizzard,T1589,Gather Victim Identity Information,False
intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,G0070,Dark Caracal,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3,G0126,Higaisa,T1001.003,Protocol or Service Impersonation,True
intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,G0046,FIN7,T1608.004,Drive-by Target,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1087.003,Email Account,True
intrusion-set--01e28736-2ffc-455b-9880-ed4d1407ae07,G0119,Indrik Spider,T1552.001,Credentials In Files,True
intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662,G0006,APT1,T1114.001,Local Email Collection,True
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1571,Non-Standard Port,False
intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,G0092,TA505,T1608.001,Upload Malware,True
intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b,G0051,FIN10,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--c47f937f-1022-4f42-8525-e7a4779a14cb,G0005,APT12,T1203,Exploitation for Client Execution,False
intrusion-set--44d37b89-a739-4810-9111-0d2617a8939b,G1015,Scattered Spider,T1083,File and Directory Discovery,False
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1112,Modify Registry,False
intrusion-set--62a64fd3-aaf7-4d09-a375-d6f8bb118481,G0062,TA459,T1566.001,Spearphishing Attachment,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1078,Valid Accounts,False
intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,G1004,LAPSUS$,T1114.003,Email Forwarding Rule,True
intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e,G0107,Whitefly,T1068,Exploitation for Privilege Escalation,False
intrusion-set--64d5f96a-f121-4d19-89f6-6709f5c49faa,G1007,Aoqin Dragon,T1083,File and Directory Discovery,False
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1560.003,Archive via Custom Method,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1059,Command and Scripting Interpreter,False
intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,G0035,Dragonfly,T1059,Command and Scripting Interpreter,False
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1134.003,Make and Impersonate Token,True
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1589.002,Email Addresses,True
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,G1044,APT42,T1016,System Network Configuration Discovery,False
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1112,Modify Registry,False
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1570,Lateral Tool Transfer,False
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1071.003,Mail Protocols,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1589.002,Email Addresses,True
intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,G1001,HEXANE,T1110.003,Password Spraying,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1071.001,Web Protocols,True
intrusion-set--02b16bd6-ae88-417a-8a3f-02c5e166175a,G1043,BlackByte,T1583.003,Virtual Private Server,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1560,Archive Collected Data,False
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1490,Inhibit System Recovery,False
intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,G1044,APT42,T1087.001,Local Account,True
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1570,Lateral Tool Transfer,False
intrusion-set--d13c8a7f-740b-4efa-a232-de7d6bb05321,G0091,Silence,T1113,Screen Capture,False
intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,G1016,FIN13,T1105,Ingress Tool Transfer,False
intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,G0129,Mustang Panda,T1070.004,File Deletion,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1204.001,Malicious Link,True
intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,G0069,MuddyWater,T1518,Software Discovery,False
intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,G0082,APT38,T1485,Data Destruction,False
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1574.001,DLL,True
intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,G0087,APT39,T1204.001,Malicious Link,True
intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,G1030,Agrius,T1003.001,LSASS Memory,True
intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,G0143,Aquatic Panda,T1112,Modify Registry,False
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1588.002,Tool,True
intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,G1017,Volt Typhoon,T1113,Screen Capture,False
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1586.002,Email Accounts,True
intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,G1006,Earth Lusca,T1574.001,DLL,True
intrusion-set--88b7dbc2-32d3-4e31-af2f-3fc24e1582d7,G0030,Lotus Blossom,T1482,Domain Trust Discovery,False
intrusion-set--b516b235-fc7d-4635-aca5-3d33312339c3,G1022,ToddyCat,T1106,Native API,False
intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8,G0038,Stealth Falcon,T1071.001,Web Protocols,True
intrusion-set--bf668120-e9a6-4017-a014-bfc0f5232656,G1026,Malteiro,T1059.005,Visual Basic,True
intrusion-set--cb41e991-65f4-4668-a65f-f4200545b5a1,G1032,INC Ransom,T1219,Remote Access Tools,False
intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,G0034,Sandworm Team,T1070.004,File Deletion,True
intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,G0125,HAFNIUM,T1555.006,Cloud Secrets Management Stores,True
intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,G0081,Tropic Trooper,T1083,File and Directory Discovery,False
intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,G0080,Cobalt Group,T1021.001,Remote Desktop Protocol,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1204.001,Malicious Link,True
intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c,G0056,PROMETHIUM,T1547.001,Registry Run Keys / Startup Folder,True
intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf,G0047,Gamaredon Group,T1025,Data from Removable Media,False
intrusion-set--88489675-d216-4884-a98f-49a89fcc1643,G0103,Mofang,T1204.001,Malicious Link,True
intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,G0004,Ke3chang,T1020,Automated Exfiltration,False
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1561.001,Disk Content Wipe,True
intrusion-set--9b36c218-4d80-4ec6-a68d-cc2886bbe410,G1033,Star Blizzard,T1585.002,Email Accounts,True
intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,G0007,APT28,T1025,Data from Removable Media,False
intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f,G0094,Kimsuky,T1560.003,Archive via Custom Method,True
intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,G0027,Threat Group-3390,T1078,Valid Accounts,False
intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,G0106,Rocke,T1027.002,Software Packing,True
intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,G0050,APT32,T1071.001,Web Protocols,True
intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,G1002,BITTER,T1573,Encrypted Channel,False
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1007,System Service Discovery,False
intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,G0098,BlackTech,T1566.001,Spearphishing Attachment,True
intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,G0114,Chimera,T1027.010,Command Obfuscation,True
intrusion-set--8a831aaa-f3e0-47a3-bed8-a9ced744dd12,G0070,Dark Caracal,T1083,File and Directory Discovery,False
intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,G0032,Lazarus Group,T1491.001,Internal Defacement,True
intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,G0096,APT41,T1110,Brute Force,False
intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,G0065,Leviathan,T1055.001,Dynamic-link Library Injection,True
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1133,External Remote Services,False
intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,G0102,Wizard Spider,T1547.004,Winlogon Helper DLL,True
intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,G0059,Magic Hound,T1102.002,Bidirectional Communication,True
intrusion-set--82323c70-4186-4b61-94f5-b227c3b28e89,G1039,RedCurl,T1587.001,Malware,True
intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,G1003,Ember Bear,T1053.005,Scheduled Task,True
