file,group_name,group_id,score,matched_exact,matched_root_only
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Higaisa,G0126,20,T1027.001 (defense-evasion); T1041 (exfiltration); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1140 (defense-evasion); T1203 (execution); T1573.001 (command-and-control),"T1027.013 (); T1027.015 (); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,OilRig,G0049,20,T1003.001 (credential-access); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1113 (collection); T1140 (defense-evasion); T1203 (execution),T1003.004 (credential-access); T1003.005 (credential-access); T1027.005 (defense-evasion); T1027.013 (); T1071.004 (command-and-control); T1573.002 (command-and-control)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Ke3chang,G0004,20,T1003.001 (credential-access); T1041 (exfiltration); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion),"T1003.002 (credential-access); T1003.003 (credential-access); T1003.004 (credential-access); T1027 (defense-evasion); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT41,G0096,20,T1003.001 (credential-access); T1027.002 (defense-evasion); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1203 (execution),"T1003.002 (credential-access); T1003.003 (credential-access); T1027 (defense-evasion); T1071.002 (command-and-control); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation); T1574.006 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Magic Hound,G0059,19,T1003.001 (credential-access); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1113 (collection); T1189 (initial-access),"T1027.010 (); T1027.013 (); T1071 (command-and-control); T1547.001 (persistence, privilege-escalation); T1573 (command-and-control)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT39,G0087,19,T1003.001 (credential-access); T1027.002 (defense-evasion); T1041 (exfiltration); T1071.001 (command-and-control); T1083 (discovery); T1113 (collection); T1140 (defense-evasion),"T1003 (credential-access); T1027.013 (); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation); T1547.009 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Gamaredon Group,G0047,19,T1041 (exfiltration); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1113 (collection); T1140 (defense-evasion),"T1027 (defense-evasion); T1027.004 (defense-evasion); T1027.010 (); T1027.016 (); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Sandworm Team,G0034,18,T1003.001 (credential-access); T1041 (exfiltration); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion); T1203 (execution),T1003.003 (credential-access); T1027 (defense-evasion); T1027.010 (); T1132.001 (command-and-control)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT3,G0022,18,T1003.001 (credential-access); T1027.002 (defense-evasion); T1041 (exfiltration); T1057 (discovery); T1082 (discovery); T1083 (discovery); T1203 (execution),"T1027 (defense-evasion); T1027.005 (defense-evasion); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Turla,G0010,18,T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion); T1189 (initial-access),"T1027.005 (defense-evasion); T1027.010 (); T1027.011 (); T1071.003 (command-and-control); T1547.001 (persistence, privilege-escalation); T1547.004 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Leviathan,G0065,18,T1003.001 (credential-access); T1027.001 (defense-evasion); T1041 (exfiltration); T1140 (defense-evasion); T1189 (initial-access); T1203 (execution),"T1003 (credential-access); T1027.003 (defense-evasion); T1027.013 (); T1027.015 (); T1547.001 (persistence, privilege-escalation); T1547.009 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Threat Group-3390,G0027,18,T1003.001 (credential-access); T1027.002 (defense-evasion); T1071.001 (command-and-control); T1140 (defense-evasion); T1189 (initial-access); T1203 (execution),"T1003.002 (credential-access); T1003.004 (credential-access); T1027.013 (); T1027.015 (); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Volt Typhoon,G1017,17,T1003.001 (credential-access); T1027.002 (defense-evasion); T1057 (discovery); T1082 (discovery); T1083 (discovery); T1113 (collection); T1140 (defense-evasion); T1573.001 (command-and-control),T1003.003 (credential-access)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Patchwork,G0040,17,T1027.001 (defense-evasion); T1027.002 (defense-evasion); T1082 (discovery); T1083 (discovery); T1189 (initial-access); T1203 (execution),"T1027.005 (defense-evasion); T1027.010 (); T1132.001 (command-and-control); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Mustang Panda,G0129,17,T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1203 (execution); T1573.001 (command-and-control),"T1003.003 (credential-access); T1027 (defense-evasion); T1027.016 (); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Darkhotel,G0012,16,T1057 (discovery); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion); T1189 (initial-access); T1203 (execution); T1573.001 (command-and-control),"T1027.013 (); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,TeamTNT,G0139,15,T1027.002 (defense-evasion); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion),"T1027.013 (); T1071 (command-and-control); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Rocke,G0106,15,T1027.002 (defense-evasion); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1140 (defense-evasion),"T1027 (defense-evasion); T1027.004 (defense-evasion); T1071 (command-and-control); T1547.001 (persistence, privilege-escalation); T1574.006 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT38,G0082,14,T1027.002 (defense-evasion); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion); T1189 (initial-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Winter Vivern,G1035,14,T1041 (exfiltration); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1113 (collection); T1140 (defense-evasion); T1189 (initial-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Inception,G0100,14,T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1203 (execution); T1573.001 (command-and-control),"T1027.013 (); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Earth Lusca,G1006,14,"T1003.001 (credential-access); T1057 (discovery); T1140 (defense-evasion); T1189 (initial-access); T1547.012 (persistence, privilege-escalation)","T1003.006 (credential-access); T1027 (defense-evasion); T1027.003 (defense-evasion); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Chimera,G0114,14,T1041 (exfiltration); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery),"T1003.003 (credential-access); T1027.010 (); T1071.004 (command-and-control); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Sidewinder,G0121,14,T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1203 (execution),"T1027.010 (); T1027.013 (); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,FIN13,G1016,14,T1003.001 (credential-access); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1140 (defense-evasion),"T1003.002 (credential-access); T1003.003 (credential-access); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT37,G0067,13,T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1189 (initial-access); T1203 (execution),"T1027 (defense-evasion); T1027.003 (defense-evasion); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,RedCurl,G1039,13,T1003.001 (credential-access); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1573.001 (command-and-control),"T1027 (defense-evasion); T1547.001 (persistence, privilege-escalation); T1573.002 (command-and-control)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Wizard Spider,G0102,13,T1003.001 (credential-access); T1041 (exfiltration); T1071.001 (command-and-control); T1082 (discovery),"T1003.002 (credential-access); T1003.003 (credential-access); T1027.010 (); T1547.001 (persistence, privilege-escalation); T1547.004 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Dragonfly,G0035,13,T1083 (discovery); T1113 (collection); T1189 (initial-access); T1203 (execution),"T1003.002 (credential-access); T1003.003 (credential-access); T1003.004 (credential-access); T1071.002 (command-and-control); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT19,G0073,13,T1071.001 (command-and-control); T1082 (discovery); T1140 (defense-evasion); T1189 (initial-access),"T1027.010 (); T1027.013 (); T1132.001 (command-and-control); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT33,G0064,13,T1003.001 (credential-access); T1071.001 (command-and-control); T1203 (execution); T1573.001 (command-and-control),"T1003.004 (credential-access); T1003.005 (credential-access); T1027.013 (); T1132.001 (command-and-control); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Dark Caracal,G0070,12,T1027.002 (defense-evasion); T1071.001 (command-and-control); T1083 (discovery); T1113 (collection); T1189 (initial-access),"T1027.013 (); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Moonstone Sleet,G1036,12,T1003.001 (credential-access); T1071.001 (command-and-control); T1082 (discovery); T1140 (defense-evasion),"T1027 (defense-evasion); T1027.009 (); T1027.013 (); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Confucius,G0142,11,T1041 (exfiltration); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1203 (execution),"T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,ZIRCONIUM,G0128,11,T1027.002 (defense-evasion); T1041 (exfiltration); T1082 (discovery); T1140 (defense-evasion); T1573.001 (command-and-control),"T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT29,G0016,11,T1027.001 (defense-evasion); T1027.002 (defense-evasion); T1203 (execution),"T1003.002 (credential-access); T1003.004 (credential-access); T1027.006 (); T1547.001 (persistence, privilege-escalation); T1573 (command-and-control)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Stealth Falcon,G0038,10,T1041 (exfiltration); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1573.001 (command-and-control),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,HAFNIUM,G0125,10,T1003.001 (credential-access); T1057 (discovery); T1071.001 (command-and-control); T1083 (discovery),T1003.003 (credential-access); T1132.001 (command-and-control)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Windshift,G0112,10,T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1189 (initial-access),"T1027 (defense-evasion); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,BlackByte,G1043,10,T1041 (exfiltration); T1071.001 (command-and-control); T1082 (discovery); T1140 (defense-evasion),"T1003 (credential-access); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,GALLIUM,G0093,10,T1003.001 (credential-access); T1027.002 (defense-evasion); T1041 (exfiltration),"T1003.002 (credential-access); T1027 (defense-evasion); T1027.005 (defense-evasion); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Play,G1040,9,T1003.001 (credential-access); T1057 (discovery); T1082 (discovery); T1083 (discovery),T1027.010 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT42,G1044,9,T1071.001 (command-and-control); T1082 (discovery); T1113 (collection),"T1132.001 (command-and-control); T1547 (persistence, privilege-escalation); T1573.002 (command-and-control)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Leafminer,G0077,9,T1003.001 (credential-access); T1083 (discovery); T1189 (initial-access),T1003.004 (credential-access); T1003.005 (credential-access); T1027.010 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT18,G0026,9,T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery),"T1027.013 (); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,menuPass,G0045,9,T1083 (discovery); T1140 (defense-evasion),"T1003.002 (credential-access); T1003.003 (credential-access); T1003.004 (credential-access); T1027.013 (); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,LuminousMoth,G1014,8,T1041 (exfiltration); T1071.001 (command-and-control); T1083 (discovery),"T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Daggerfly,G1034,8,T1071.001 (command-and-control); T1082 (discovery); T1189 (initial-access),"T1003.002 (credential-access); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,TA505,G0092,8,T1027.002 (defense-evasion); T1071.001 (command-and-control); T1140 (defense-evasion),T1027.010 (); T1027.013 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,FIN8,G0061,8,T1003.001 (credential-access); T1071.001 (command-and-control); T1082 (discovery),T1027.010 (); T1573.002 (command-and-control)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Ember Bear,G1003,8,T1003.001 (credential-access); T1203 (execution),T1003 (credential-access); T1003.002 (credential-access); T1003.004 (credential-access); T1071.004 (command-and-control)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Cobalt Group,G0080,8,T1071.001 (command-and-control); T1203 (execution),"T1027.010 (); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation); T1573.002 (command-and-control)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,TA2541,G1018,8,T1027.002 (defense-evasion); T1082 (discovery),"T1027.013 (); T1027.015 (); T1547.001 (persistence, privilege-escalation); T1573.002 (command-and-control)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT5,G1023,7,T1003.001 (credential-access); T1057 (discovery); T1083 (discovery),T1003.002 (credential-access)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Elderwood,G0066,7,T1027.002 (defense-evasion); T1189 (initial-access); T1203 (execution),T1027.013 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Agrius,G1030,7,T1003.001 (credential-access); T1041 (exfiltration); T1140 (defense-evasion),T1003.002 (credential-access)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Andariel,G0138,7,T1057 (discovery); T1189 (initial-access); T1203 (execution),T1027.003 (defense-evasion)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Fox Kitten,G0117,7,T1003.001 (credential-access); T1083 (discovery),T1003.003 (credential-access); T1027.010 (); T1027.013 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Aquatic Panda,G0143,7,T1003.001 (credential-access); T1082 (discovery),"T1027.010 (); T1574.001 (defense-evasion, persistence, privilege-escalation); T1574.006 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,CURIUM,G1012,6,T1041 (exfiltration); T1082 (discovery); T1189 (initial-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Windigo,G0124,6,T1082 (discovery); T1083 (discovery); T1189 (initial-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,admin@338,G0018,6,T1082 (discovery); T1083 (discovery); T1203 (execution),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Aoqin Dragon,G1007,6,T1027.002 (defense-evasion); T1083 (discovery); T1203 (execution),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,ToddyCat,G1022,6,T1057 (discovery); T1082 (discovery); T1083 (discovery),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Silence,G0091,6,T1003.001 (credential-access); T1113 (collection),"T1027.010 (); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,BITTER,G1002,6,T1071.001 (command-and-control); T1203 (execution),T1027.013 (); T1573 (command-and-control)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Blue Mockingbird,G0108,6,T1003.001 (credential-access); T1082 (discovery),"T1027.013 (); T1574.012 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Molerats,G0021,6,T1057 (discovery); T1140 (defense-evasion),"T1027.015 (); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,FIN7,G0046,6,T1113 (collection),"T1027.010 (); T1027.016 (); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,FIN6,G0037,6,T1003.001 (credential-access),"T1003.003 (credential-access); T1027.010 (); T1547.001 (persistence, privilege-escalation); T1573.002 (command-and-control)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Velvet Ant,G1047,6,T1083 (discovery),"T1071 (command-and-control); T1132 (command-and-control); T1573.002 (command-and-control); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Malteiro,G1026,5,T1082 (discovery); T1140 (defense-evasion),T1027.013 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,HEXANE,G1001,5,T1057 (discovery); T1082 (discovery),T1027.010 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Transparent Tribe,G0134,5,T1189 (initial-access); T1203 (execution),T1027.013 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Saint Bear,G1031,5,T1027.002 (defense-evasion); T1203 (execution),T1027.013 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Sea Turtle,G1041,5,T1071.001 (command-and-control); T1203 (execution),T1027.004 (defense-evasion)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Axiom,G0001,5,T1189 (initial-access); T1203 (execution),T1003 (credential-access)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Sowbug,G0054,5,T1082 (discovery); T1083 (discovery),T1003 (credential-access)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Storm-1811,G1046,5,T1140 (defense-evasion),"T1027.013 (); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,TA551,G0127,5,T1071.001 (command-and-control),T1027.003 (defense-evasion); T1027.010 (); T1132.001 (command-and-control)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,WIRTE,G0090,4,T1071.001 (command-and-control); T1140 (defense-evasion),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Mustard Tempest,G1020,4,T1082 (discovery); T1189 (initial-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,PLATINUM,G0068,4,T1003.001 (credential-access); T1189 (initial-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Winnti Group,G0044,4,T1057 (discovery); T1083 (discovery),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,The White Company,G0089,4,T1027.002 (defense-evasion); T1203 (execution),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,MoustachedBouncer,G1019,4,T1027.002 (defense-evasion); T1113 (collection),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT1,G0006,4,T1003.001 (credential-access); T1057 (discovery),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,RTM,G0048,4,T1189 (initial-access),"T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Gorgon Group,G0078,4,T1140 (defense-evasion),"T1547.001 (persistence, privilege-escalation); T1547.009 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Tonto Team,G0131,4,T1203 (execution),"T1003 (credential-access); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Whitefly,G0107,4,T1003.001 (credential-access),"T1027.013 (); T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,SilverTerrier,G0083,4,T1071.001 (command-and-control),T1071.002 (command-and-control); T1071.003 (command-and-control)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,BlackTech,G0098,3,T1203 (execution),"T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Cinnamon Tempest,G1021,3,T1140 (defense-evasion),"T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Moses Staff,G1009,3,T1082 (discovery),T1027.013 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,RedEcho,G1042,3,T1071.001 (command-and-control),T1573.002 (command-and-control)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Scattered Spider,G1015,3,T1083 (discovery),T1003.003 (credential-access)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Metador,G1013,3,T1071.001 (command-and-control),T1027.013 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,SideCopy,G1008,3,T1082 (discovery),"T1574.001 (defense-evasion, persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,GOLD SOUTHFIELD,G0115,3,T1113 (collection),T1027.010 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Deep Panda,G0009,3,T1057 (discovery),T1027.005 (defense-evasion)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Poseidon Group,G0033,3,T1057 (discovery),T1003 (credential-access)
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,PROMETHIUM,G0056,3,T1189 (initial-access),"T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Group5,G0043,3,T1113 (collection),T1027.013 ()
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,LazyScripter,G0140,3,,"T1027.010 (); T1071.004 (command-and-control); T1547.001 (persistence, privilege-escalation)"
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Indrik Spider,G0119,2,T1003.001 (credential-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Akira,G1024,2,T1027.001 (defense-evasion),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,FIN4,G0085,2,T1071.001 (command-and-control),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Rancor,G0075,2,T1071.001 (command-and-control),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT12,G0005,2,T1203 (execution),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Machete,G0095,2,T1189 (initial-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Cleaver,G0003,2,T1003.001 (credential-access),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Orangeworm,G0071,2,T1071.001 (command-and-control),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Lotus Blossom,G0030,2,T1083 (discovery),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,EXOTIC LILY,G1011,2,T1203 (execution),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,TA459,G0062,2,T1203 (execution),
