file,group_name,group_id,score,matched_exact,matched_root_only,rank
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,APT41,G0096,39,"T1003.001 (credential-access); T1003.002 (credential-access); T1033 (discovery); T1046 (discovery); T1047 (execution); T1049 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1055 (defense-evasion, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access); T1203 (execution); T1555.003 (credential-access)","T1003.003 (credential-access); T1027 (defense-evasion); T1027.002 (defense-evasion); T1036.004 (defense-evasion); T1036.005 (defense-evasion); T1059.004 (execution); T1098.007 (); T1547.001 (persistence, privilege-escalation); T1555 (credential-access); T1562.006 (defense-evasion); T1568.002 (command-and-control); T1574.001 (defense-evasion, persistence, privilege-escalation); T1574.006 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,APT33,G0064,39,"T1003.001 (credential-access); T1003.004 (credential-access); T1003.005 (credential-access); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1071.001 (command-and-control); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control); T1204.002 (execution); T1546.003 (persistence, privilege-escalation); T1552.001 (credential-access); T1552.006 (credential-access); T1555 (credential-access); T1555.003 (credential-access); T1560.001 (collection); T1566.001 (initial-access); T1571 (command-and-control)","T1027.013 (); T1059.005 (execution); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1204.001 (execution); T1566.002 (initial-access)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,APT5,G1023,39,"T1003.001 (credential-access); T1003.002 (credential-access); T1036.005 (defense-evasion); T1049 (discovery); T1055 (defense-evasion, privilege-escalation); T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1070 (defense-evasion); T1070.004 (defense-evasion); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1083 (discovery); T1190 (initial-access); T1505.003 (persistence); T1560.001 (collection)","T1021.001 (lateral-movement); T1021.004 (lateral-movement); T1053.003 (execution, persistence, privilege-escalation); T1070.003 (defense-evasion); T1070.006 (defense-evasion); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1098.007 (); T1136.001 (persistence); T1562.006 (defense-evasion)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Play,G1040,38,"T1003.001 (credential-access); T1016 (discovery); T1018 (discovery); T1021.002 (lateral-movement); T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1070.001 (defense-evasion); T1070.004 (defense-evasion); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1082 (discovery); T1083 (discovery); T1105 (command-and-control); T1190 (initial-access); T1518.001 (discovery); T1560.001 (collection); T1562.001 (defense-evasion)","T1027.010 (); T1078.003 (defense-evasion, initial-access, persistence, privilege-escalation)",
PaloAlto-NewToolSet-Organizations-in-Middle-East-Africa-and-US-1-e16339ec,APT39,G0087,38,"T1003 (credential-access); T1018 (discovery); T1036.005 (defense-evasion); T1041 (exfiltration); T1046 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1070.004 (defense-evasion); T1071.004 (command-and-control); T1140 (defense-evasion); T1505.003 (persistence); T1560.001 (collection)","T1003.001 (credential-access); T1021.001 (lateral-movement); T1021.002 (lateral-movement); T1021.004 (lateral-movement); T1027.002 (defense-evasion); T1027.013 (); T1059 (execution); T1059.005 (execution); T1059.006 (execution); T1059.010 (); T1071.001 (command-and-control); T1074.001 (collection); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1136.001 (persistence)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Threat Group-3390,G0027,36,T1003.001 (credential-access); T1003.002 (credential-access); T1033 (discovery); T1046 (discovery); T1047 (execution); T1049 (discovery); T1059.001 (execution); T1059.003 (execution); T1068 (privilege-escalation); T1190 (initial-access); T1203 (execution); T1210 (lateral-movement),"T1003.004 (credential-access); T1027.002 (defense-evasion); T1027.013 (); T1027.015 (); T1053.002 (execution, persistence, privilege-escalation); T1055.012 (defense-evasion, privilege-escalation); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1555.005 (credential-access); T1562.002 (defense-evasion); T1567.002 (exfiltration); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Silence,G0091,36,"T1003.001 (credential-access); T1018 (discovery); T1036.005 (defense-evasion); T1053.005 (execution, persistence, privilege-escalation); T1055 (defense-evasion, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1070.004 (defense-evasion); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1105 (command-and-control); T1106 (execution); T1112 (defense-evasion); T1204.002 (execution); T1566.001 (initial-access); T1569.002 (execution); T1571 (command-and-control)",T1021.001 (lateral-movement); T1027.010 (); T1059.005 (execution); T1059.007 (execution),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Volt Typhoon,G1017,35,T1003.001 (credential-access); T1033 (discovery); T1046 (discovery); T1047 (execution); T1049 (discovery); T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1068 (privilege-escalation); T1190 (initial-access); T1555.003 (credential-access); T1590 (reconnaissance); T1590.004 (reconnaissance),T1003.003 (credential-access); T1027.002 (defense-evasion); T1036.005 (defense-evasion); T1036.008 (); T1059.004 (execution); T1505.003 (persistence); T1555 (credential-access); T1590.006 (reconnaissance); T1592 (reconnaissance),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Kimsuky,G0094,35,"T1003.001 (credential-access); T1041 (exfiltration); T1053.005 (execution, persistence, privilege-escalation); T1055 (defense-evasion, privilege-escalation); T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access); T1555.003 (credential-access); T1562.001 (defense-evasion)","T1027 (defense-evasion); T1027.002 (defense-evasion); T1036.004 (defense-evasion); T1036.005 (defense-evasion); T1055.012 (defense-evasion, privilege-escalation); T1059.005 (execution); T1059.006 (execution); T1059.007 (execution); T1098.007 (); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1562.004 (defense-evasion); T1564.002 (defense-evasion); T1564.003 (defense-evasion); T1567.002 (exfiltration)",
PaloAlto-NewToolSet-Organizations-in-Middle-East-Africa-and-US-1-e16339ec,Ember Bear,G1003,35,"T1003 (credential-access); T1018 (discovery); T1036.005 (defense-evasion); T1046 (discovery); T1047 (execution); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1070.004 (defense-evasion); T1071.004 (command-and-control); T1112 (defense-evasion); T1114 (collection); T1505.003 (persistence); T1570 (lateral-movement)","T1003.001 (credential-access); T1003.002 (credential-access); T1003.004 (credential-access); T1021 (lateral-movement); T1036 (defense-evasion); T1078.001 (defense-evasion, initial-access, persistence, privilege-escalation); T1560 (collection); T1583 (resource-development); T1583.003 (resource-development)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,FIN13,G1016,34,"T1003.001 (credential-access); T1003.002 (credential-access); T1036 (defense-evasion); T1046 (discovery); T1047 (execution); T1049 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access); T1564.001 (defense-evasion); T1572 (command-and-control); T1590.004 (reconnaissance)","T1003.003 (credential-access); T1036.004 (defense-evasion); T1036.005 (defense-evasion); T1059.005 (execution); T1098.007 (); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Agrius,G1030,33,"T1003.001 (credential-access); T1003.002 (credential-access); T1005 (collection); T1018 (discovery); T1036 (defense-evasion); T1041 (exfiltration); T1046 (discovery); T1059.003 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1119 (collection); T1190 (initial-access); T1505.003 (persistence); T1543.003 (persistence, privilege-escalation); T1560.001 (collection); T1562.001 (defense-evasion); T1570 (lateral-movement)",T1021.001 (lateral-movement),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Sandworm Team,G0034,31,"T1003.001 (credential-access); T1033 (discovery); T1036 (defense-evasion); T1041 (exfiltration); T1047 (execution); T1049 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1190 (initial-access); T1203 (execution); T1555.003 (credential-access); T1592.002 (reconnaissance)",T1003.003 (credential-access); T1027 (defense-evasion); T1027.010 (); T1036.005 (defense-evasion); T1059.005 (execution); T1505.003 (persistence); T1590.001 (reconnaissance),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,APT28,G0007,31,T1003 (credential-access); T1003.001 (credential-access); T1036 (defense-evasion); T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1068 (privilege-escalation); T1190 (initial-access); T1203 (execution); T1210 (lateral-movement); T1564.001 (defense-evasion); T1567 (exfiltration),"T1003.003 (credential-access); T1027.013 (); T1036.005 (defense-evasion); T1098.002 (persistence); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1564.003 (defense-evasion)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Wizard Spider,G0102,31,"T1003.001 (credential-access); T1003.002 (credential-access); T1033 (discovery); T1041 (exfiltration); T1047 (execution); T1053.005 (execution, persistence, privilege-escalation); T1055 (defense-evasion, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1210 (lateral-movement); T1562.001 (defense-evasion)","T1003.003 (credential-access); T1027.010 (); T1036.004 (defense-evasion); T1055.001 (defense-evasion, privilege-escalation); T1547.001 (persistence, privilege-escalation); T1547.004 (persistence, privilege-escalation); T1555.004 (credential-access); T1558.003 (credential-access); T1567.002 (exfiltration)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Ember Bear,G1003,30,"T1003 (credential-access); T1003.001 (credential-access); T1003.002 (credential-access); T1036 (defense-evasion); T1046 (discovery); T1047 (execution); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1190 (initial-access); T1203 (execution); T1210 (lateral-movement); T1562.001 (defense-evasion); T1572 (command-and-control)",T1003.004 (credential-access); T1036.005 (defense-evasion); T1505.003 (persistence); T1567.002 (exfiltration),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,BlackByte,G1043,30,"T1003 (credential-access); T1041 (exfiltration); T1046 (discovery); T1047 (execution); T1053.005 (execution, persistence, privilege-escalation); T1055 (defense-evasion, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1068 (privilege-escalation); T1190 (initial-access); T1562.001 (defense-evasion); T1567 (exfiltration)","T1036.008 (); T1055.012 (defense-evasion, privilege-escalation); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1562 (defense-evasion); T1562.004 (defense-evasion)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,APT1,G0006,30,"T1003.001 (credential-access); T1005 (collection); T1007 (discovery); T1016 (discovery); T1036.005 (defense-evasion); T1049 (discovery); T1057 (discovery); T1059.003 (execution); T1087.001 (discovery); T1119 (collection); T1135 (discovery); T1550.002 (defense-evasion, lateral-movement); T1560.001 (collection); T1566.001 (initial-access)",T1021.001 (lateral-movement); T1566.002 (initial-access),
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Blue Mockingbird,G0108,30,"T1003.001 (credential-access); T1021.002 (lateral-movement); T1036.005 (defense-evasion); T1047 (execution); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1082 (discovery); T1112 (defense-evasion); T1190 (initial-access); T1543.003 (persistence, privilege-escalation); T1546.003 (persistence, privilege-escalation); T1569.002 (execution)","T1021.001 (lateral-movement); T1027.013 (); T1496.001 (); T1574.012 (defense-evasion, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,APT29,G0016,29,"T1003.002 (credential-access); T1027.001 (defense-evasion); T1047 (execution); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1068 (privilege-escalation); T1190 (initial-access); T1203 (execution); T1568 (command-and-control)","T1003.004 (credential-access); T1027.002 (defense-evasion); T1027.006 (); T1036.005 (defense-evasion); T1059.006 (execution); T1059.009 (); T1098.002 (persistence); T1098.005 (); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1562.008 (defense-evasion)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,menuPass,G0045,28,"T1003.002 (credential-access); T1036 (defense-evasion); T1046 (discovery); T1047 (execution); T1049 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access); T1210 (lateral-movement)","T1003.003 (credential-access); T1003.004 (credential-access); T1027.013 (); T1036.003 (defense-evasion); T1036.005 (defense-evasion); T1055.012 (defense-evasion, privilege-escalation); T1568.001 (command-and-control); T1574.001 (defense-evasion, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,APT3,G0022,28,"T1003.001 (credential-access); T1033 (discovery); T1041 (exfiltration); T1049 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1203 (execution); T1555.003 (credential-access)","T1027 (defense-evasion); T1027.002 (defense-evasion); T1027.005 (defense-evasion); T1036.010 (); T1098.007 (); T1547.001 (persistence, privilege-escalation); T1564.003 (defense-evasion); T1574.001 (defense-evasion, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Earth Lusca,G1006,28,T1003.001 (credential-access); T1033 (discovery); T1047 (execution); T1049 (discovery); T1057 (discovery); T1059.001 (execution); T1190 (initial-access); T1210 (lateral-movement),"T1003.006 (credential-access); T1027 (defense-evasion); T1027.003 (defense-evasion); T1036.005 (defense-evasion); T1053 (execution, persistence, privilege-escalation); T1059.005 (execution); T1059.006 (execution); T1059.007 (execution); T1098.004 (persistence); T1547.012 (persistence, privilege-escalation); T1567.002 (exfiltration); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,MuddyWater,G0069,28,T1003.001 (credential-access); T1041 (exfiltration); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1113 (collection); T1140 (defense-evasion); T1203 (execution); T1573.001 (command-and-control),"T1003.004 (credential-access); T1003.005 (credential-access); T1027.003 (defense-evasion); T1027.004 (defense-evasion); T1027.010 (); T1132.001 (command-and-control); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Ke3chang,G0004,27,T1003.001 (credential-access); T1003.002 (credential-access); T1020 (exfiltration); T1033 (discovery); T1041 (exfiltration); T1049 (discovery); T1057 (discovery); T1059.003 (execution); T1190 (initial-access); T1558.001 (credential-access),"T1003.003 (credential-access); T1003.004 (credential-access); T1027 (defense-evasion); T1036.002 (defense-evasion); T1036.005 (defense-evasion); T1059 (execution); T1547.001 (persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,FIN6,G0037,27,"T1003.001 (credential-access); T1046 (discovery); T1047 (execution); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1068 (privilege-escalation); T1555.003 (credential-access); T1562.001 (defense-evasion); T1572 (command-and-control)","T1003.003 (credential-access); T1027.010 (); T1036.004 (defense-evasion); T1059 (execution); T1059.007 (execution); T1547.001 (persistence, privilege-escalation); T1555 (credential-access)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Leviathan,G0065,27,T1003 (credential-access); T1003.001 (credential-access); T1027.001 (defense-evasion); T1041 (exfiltration); T1047 (execution); T1059.001 (execution); T1190 (initial-access); T1203 (execution); T1572 (command-and-control),"T1027.003 (defense-evasion); T1027.013 (); T1027.015 (); T1055.001 (defense-evasion, privilege-escalation); T1059.005 (execution); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1547.009 (persistence, privilege-escalation); T1567.002 (exfiltration)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,APT39,G0087,27,"T1003 (credential-access); T1003.001 (credential-access); T1033 (discovery); T1041 (exfiltration); T1046 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1190 (initial-access)","T1027.002 (defense-evasion); T1027.013 (); T1036.005 (defense-evasion); T1059 (execution); T1059.005 (execution); T1059.006 (execution); T1059.010 (); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1547.009 (persistence, privilege-escalation); T1555 (credential-access)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Moonstone Sleet,G1036,27,"T1003.001 (credential-access); T1016 (discovery); T1027 (defense-evasion); T1033 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1071.001 (command-and-control); T1082 (discovery); T1105 (command-and-control); T1204.002 (execution); T1486 (impact); T1566.001 (initial-access); T1569.002 (execution)",T1027.009 (); T1027.013 (); T1566.003 (initial-access),
PaloAlto-NewToolSet-Organizations-in-Middle-East-Africa-and-US-1-e16339ec,Leviathan,G0065,27,T1003 (credential-access); T1041 (exfiltration); T1047 (execution); T1059.001 (execution); T1140 (defense-evasion); T1505.003 (persistence); T1583.001 (resource-development),"T1003.001 (credential-access); T1021.001 (lateral-movement); T1021.004 (lateral-movement); T1027.001 (defense-evasion); T1027.003 (defense-evasion); T1027.013 (); T1027.015 (); T1059.005 (execution); T1074.001 (collection); T1074.002 (collection); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1560 (collection); T1587.004 (resource-development)",
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,APT32,G0050,26,T1003 (credential-access); T1018 (discovery); T1046 (discovery); T1047 (execution); T1059 (execution); T1068 (privilege-escalation); T1570 (lateral-movement),"T1003.001 (credential-access); T1021.002 (lateral-movement); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1059.005 (execution); T1059.007 (execution); T1070.001 (defense-evasion); T1070.004 (defense-evasion); T1070.006 (defense-evasion); T1505.003 (persistence); T1569.002 (execution)",
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,BlackByte,G1043,26,T1003 (credential-access); T1018 (discovery); T1046 (discovery); T1047 (execution); T1068 (privilege-escalation); T1562 (defense-evasion); T1570 (lateral-movement),"T1021.001 (lateral-movement); T1021.002 (lateral-movement); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1070.004 (defense-evasion); T1134.003 (defense-evasion, privilege-escalation); T1136.002 (persistence); T1505.003 (persistence); T1562.001 (defense-evasion); T1562.004 (defense-evasion); T1569.002 (execution)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,HAFNIUM,G0125,26,T1003.001 (credential-access); T1033 (discovery); T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1068 (privilege-escalation); T1098 (persistence); T1190 (initial-access); T1564.001 (defense-evasion); T1590 (reconnaissance),T1003.003 (credential-access); T1505.003 (persistence); T1555.006 (); T1567.002 (exfiltration); T1590.005 (reconnaissance); T1592.004 (reconnaissance),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,GALLIUM,G0093,26,"T1003.001 (credential-access); T1003.002 (credential-access); T1033 (discovery); T1041 (exfiltration); T1047 (execution); T1049 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access)","T1027 (defense-evasion); T1027.002 (defense-evasion); T1027.005 (defense-evasion); T1036.003 (defense-evasion); T1505.003 (persistence); T1574.001 (defense-evasion, persistence, privilege-escalation)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Dragonfly,G0035,26,"T1003.002 (credential-access); T1033 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access); T1203 (execution); T1210 (lateral-movement)","T1003.003 (credential-access); T1003.004 (credential-access); T1036.010 (); T1059 (execution); T1059.006 (execution); T1098.007 (); T1505.003 (persistence); T1547.001 (persistence, privilege-escalation); T1562.004 (defense-evasion); T1564.002 (defense-evasion)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT28,G0007,25,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1090.003 (command-and-control); T1110.001 (credential-access); T1110.003 (credential-access); T1190 (initial-access); T1595.002 (reconnaissance); T1598 (reconnaissance)","T1003 (credential-access); T1003.001 (credential-access); T1059.001 (execution); T1078.004 (defense-evasion, initial-access, persistence, privilege-escalation); T1090.002 (command-and-control); T1110 (credential-access); T1598.003 (reconnaissance)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,Fox Kitten,G0117,24,"T1003.001 (credential-access); T1046 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access); T1210 (lateral-movement); T1572 (command-and-control)",T1003.003 (credential-access); T1027.010 (); T1027.013 (); T1036.004 (defense-evasion); T1036.005 (defense-evasion); T1059 (execution); T1505.003 (persistence); T1555.005 (credential-access),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,BRONZE BUTLER,G0060,24,"T1003.001 (credential-access); T1027.001 (defense-evasion); T1036 (defense-evasion); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1203 (execution); T1562.001 (defense-evasion)","T1027.003 (defense-evasion); T1036.002 (defense-evasion); T1036.005 (defense-evasion); T1053.002 (execution, persistence, privilege-escalation); T1059.005 (execution); T1059.006 (execution); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,Kimsuky,G0094,24,T1003.001 (credential-access); T1027.002 (defense-evasion); T1041 (exfiltration); T1057 (discovery); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1113 (collection); T1140 (defense-evasion); T1620 (),"T1027 (defense-evasion); T1071.002 (command-and-control); T1071.003 (command-and-control); T1547.001 (persistence, privilege-escalation)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Volt Typhoon,G1017,23,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1090.003 (command-and-control); T1190 (initial-access); T1552.004 (credential-access); T1555 (credential-access)","T1003.001 (credential-access); T1059.001 (execution); T1059.004 (execution); T1078.002 (defense-evasion, initial-access, persistence, privilege-escalation); T1090 (command-and-control); T1090.001 (command-and-control); T1552 (credential-access); T1555.003 (credential-access); T1587.004 (resource-development)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT28,G0007,23,T1003.001 (credential-access); T1057 (discovery); T1071.001 (command-and-control); T1083 (discovery); T1113 (collection); T1140 (defense-evasion); T1189 (initial-access); T1203 (execution); T1573.001 (command-and-control),"T1003 (credential-access); T1003.003 (credential-access); T1027.013 (); T1071.003 (command-and-control); T1547.001 (persistence, privilege-escalation)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,APT41,G0096,22,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access); T1195.002 (initial-access); T1555 (credential-access); T1595.002 (reconnaissance)",T1003.001 (credential-access); T1003.002 (credential-access); T1059.001 (execution); T1059.004 (execution); T1090 (command-and-control); T1110 (credential-access); T1555.003 (credential-access); T1595.003 (),
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,BRONZE BUTLER,G0060,22,T1003.001 (credential-access); T1027.001 (defense-evasion); T1071.001 (command-and-control); T1083 (discovery); T1113 (collection); T1140 (defense-evasion); T1189 (initial-access); T1203 (execution); T1573.001 (command-and-control),"T1027.003 (defense-evasion); T1132.001 (command-and-control); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-cascade-of-compromise-unveiling-Lazarus-new-campaign-1-d88076ab,APT32,G0050,22,T1003.001 (credential-access); T1041 (exfiltration); T1071.001 (command-and-control); T1082 (discovery); T1083 (discovery); T1189 (initial-access); T1203 (execution),"T1003 (credential-access); T1027.010 (); T1027.011 (); T1027.013 (); T1027.016 (); T1071.003 (command-and-control); T1547.001 (persistence, privilege-escalation); T1574.001 (defense-evasion, persistence, privilege-escalation)",
Kaspersky-Modern-Asian-APT-groups-TTPs-report-eng-11-09-2023-ab3211cc,Leafminer,G0077,22,T1003.001 (credential-access); T1003.004 (credential-access); T1003.005 (credential-access); T1018 (discovery); T1046 (discovery); T1083 (discovery); T1552.001 (credential-access); T1555 (credential-access); T1555.003 (credential-access),"T1027.010 (); T1055.013 (defense-evasion, privilege-escalation); T1059.007 (execution); T1136.001 (persistence)",
Ahnlab-Dalbit-m00nlight-Chinese-APT-Campaign-02-13-2023-f8464b2e,APT39,G0087,21,T1003 (credential-access); T1018 (discovery); T1046 (discovery); T1059 (execution),"T1003.001 (credential-access); T1021.001 (lateral-movement); T1021.002 (lateral-movement); T1021.004 (lateral-movement); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.005 (execution); T1059.006 (execution); T1059.010 (); T1070.004 (defense-evasion); T1136.001 (persistence); T1505.003 (persistence); T1569.002 (execution)",
CISA-AA22-011A-TLP-WHITE-01-10-22-v1-01-11-2022-61a5eb27,Dragonfly,G0035,21,"T1003.003 (credential-access); T1059.003 (execution); T1078 (defense-evasion, initial-access, persistence, privilege-escalation); T1190 (initial-access); T1195.002 (initial-access); T1595.002 (reconnaissance)",T1003.002 (credential-access); T1003.004 (credential-access); T1059 (execution); T1059.001 (execution); T1059.006 (execution); T1110 (credential-access); T1110.002 (credential-access); T1598.002 (reconnaissance); T1598.003 (reconnaissance),
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,APT5,G1023,21,"T1003.001 (credential-access); T1003.002 (credential-access); T1049 (discovery); T1055 (defense-evasion, privilege-escalation); T1057 (discovery); T1059.001 (execution); T1059.003 (execution); T1190 (initial-access)","T1036.005 (defense-evasion); T1053.003 (execution, persistence, privilege-escalation); T1098.007 (); T1505.003 (persistence); T1562.006 (defense-evasion)",
CISA-aa23-347a-russian-foreign-intelligence-service-svr-exploiti-44318107,RedCurl,G1039,21,"T1003.001 (credential-access); T1020 (exfiltration); T1046 (discovery); T1053.005 (execution, persistence, privilege-escalation); T1059.001 (execution); T1059.003 (execution); T1555.003 (credential-access); T1564.001 (defense-evasion)","T1027 (defense-evasion); T1036.005 (defense-evasion); T1059.005 (execution); T1059.006 (execution); T1547.001 (persistence, privilege-escalation)",
