target id,target name,mapping description
T1562.009,Safe Mode Boot,"Restrict administrator accounts to as few individuals as possible, following least privilege principles, that may be abused to remotely boot a machine in safe mode.(Citation: CyberArk Labs Safe Mode 2016"
"T1562.010, T1562","Downgrade Attack, Impair Defenses","Consider implementing policies on internal web servers, such HTTP Strict Transport Security, that enforce the use of HTTPS/network traffic encryption to prevent insecure connections.(Citation: Chromium HSTS"
"T1562.010, T1562","Downgrade Attack, Impair Defenses",Consider removing previous versions of tools that are unnecessary to the environment when possible
T1562.011,Spoof Security Alerting,Use application controls to mitigate installation and use of payloads that may be utilized to spoof security alerting
T1562.012,Disable or Modify Linux Audit System,An adversary must already have root level access on the local system to make full use of this technique; be sure to restrict users and accounts to the least privileges they require
T1562.012,Disable or Modify Linux Audit System,"Routinely check account role permissions to ensure only expected users and roles have permission to modify logging settings. To ensure Audit rules can not be modified at runtime, add the `auditctl -e 2` as the last command in the audit.rules files. Once started, any attempt to change the configuration in this mode will be audited and denied. The configuration can only be changed by rebooting the machine"
T1562,Impair Defenses,Ensure proper process and file permissions are in place to prevent adversaries from disabling or interfering with security/logging services
T1562,Impair Defenses,Ensure proper Registry permissions are in place to prevent adversaries from disabling or interfering with security/logging services
T1562,Impair Defenses,Ensure proper user permissions are in place to prevent adversaries from disabling or interfering with security/logging services
T1562,Impair Defenses,Routinely check account role permissions to ensure only expected users and roles have permission to modify defensive tools and settings. Periodically verify that tools such as EDRs are functioning as expected
T1566.001,Spearphishing Attachment,"Apply user account management principles to limit permissions for accounts interacting with email attachments, ensuring that only necessary accounts have the ability to open or execute files. Restricting account privileges reduces the potential impact of malicious attachments by preventing unauthorized execution or spread of malware within the environment"
T1566.001,Spearphishing Attachment,"Block unknown or unused attachments by default that should not be transmitted over email as a best practice to prevent some vectors, such as .scr, .exe, .pif, .cpl, etc. Some email scanning devices can open and analyze compressed and encrypted formats, such as zip and rar that may be used to conceal malicious attachments"
T1566.001,Spearphishing Attachment,"Enable auditing and monitoring for email attachments and file transfers to detect and investigate suspicious activity. Regularly review logs for anomalies related to attachments containing potentially malicious content, as well as any attempts to execute or interact with these files. This practice helps identify spearphishing attempts before they can lead to further compromise"
T1566.001,Spearphishing Attachment,Network intrusion prevention systems and systems designed to scan and remove malicious email attachments can be used to block activity
T1566.001,Spearphishing Attachment,Users can be trained to identify social engineering techniques and spearphishing emails
"T1566.001, T1566, T1598.002, T1598, T1672","Spearphishing Attachment, Phishing, Spearphishing Attachment, Phishing for Information, Email Spoofing",Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing
"T1566.001, T1566.003","Spearphishing Attachment, Spearphishing via Service",Anti-virus can also automatically quarantine suspicious files
T1566.002,Spearphishing Link,Audit applications and their permissions to ensure access to data and resources are limited based upon necessity and principle of least privilege
T1566.002,Spearphishing Link,Azure AD Administrators apply limitations upon the ability for users to grant consent to unfamiliar or unverified third-party applications
T1566.002,Spearphishing Link,Determine if certain websites that can be used for spearphishing are necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk
T1566.002,Spearphishing Link,"Use anti-spoofing and email authentication mechanisms to filter messages based on validity checks of the sender domain (using SPF) and integrity of messages (using DKIM). Enabling these mechanisms within an organization (through policies such as DMARC) may enable recipients (intra-org and cross domain) to perform similar message filtering and validation.(Citation: Microsoft Anti Spoofing)(Citation: ACSC Email Spoofing). Furthermore, policies may enforce / install browser extensions that protect against IDN and homograph attacks"
T1566.002,Spearphishing Link,"Users can be trained to identify social engineering techniques and spearphishing emails with malicious links which includes phishing for consent with OAuth 2.0. Additionally, users may perform visual checks of the domains they visit; however, homographs in ASCII and in IDN domains and URL schema obfuscation may render manual checks difficult. Use email warning banners to alert users when emails contain links from external senders, prompting them to exercise caution and reducing the likelihood of falling victim to spearphishing attacks. Phishing training and other cybersecurity training may raise awareness to check URLs before visiting the sites"
T1566.003,Spearphishing via Service,"Determine if certain social media sites, personal webmail services, or other service that can be used for spearphishing is necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk"
T1566.003,Spearphishing via Service,Enforce strict user account management policies on third-party service accounts to control access and limit privileges. Configure accounts with the minimum permissions necessary to perform their roles and regularly review access levels. This minimizes the risk of adversaries exploiting service accounts to execute spearphishing attacks or gain unauthorized access to sensitive resources
T1566.003,Spearphishing via Service,"Implement auditing and logging for interactions with third-party messaging services or collaboration platforms. Monitor user activity and review logs for signs of suspicious links, downloads, or file exchanges that could indicate spearphishing attempts. Effective auditing allows for the quick identification of malicious activity originating from compromised service accounts"
T1566.003,Spearphishing via Service,Users can be trained to identify social engineering techniques and spearphishing messages with malicious links
"T1566.004, T1598.004","Spearphishing Voice, Spearphishing Voice","Users can be trained to identify and report social engineering techniques and spearphishing attempts, while also being suspicious of and verifying the identify of callers.(Citation: CISA Phishing"
T1566,Phishing,Anti-virus can automatically quarantine suspicious files
T1566,Phishing,"Determine if certain websites or attachment types (ex: .scr, .exe, .pif, .cpl, etc.) that can be used for phishing are necessary for business operations and consider blocking access if activity cannot be monitored well or if it poses a significant risk"
T1566,Phishing,Network intrusion prevention systems and systems designed to scan and remove malicious email attachments or links can be used to block activity
T1566,Phishing,Users can be trained to identify social engineering techniques and phishing emails
"T1567.001, T1567.002, T1567.003, T1567","Exfiltration to Code Repository, Exfiltration to Cloud Storage, Exfiltration to Text Storage Sites, Exfiltration Over Web Service",Web proxies can be used to enforce an external network communication policy that prevents use of unauthorized external services
"T1567.004, T1567","Exfiltration Over Webhook, Exfiltration Over Web Service",Data loss prevention can be detect and block sensitive data being uploaded to web services via web browsers
T1574.001,DLL,Disallow loading of remote DLLs. This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+.(Citation: Microsoft More information about DLL) Enable Safe DLL Search Mode to move the user's current folder later in the search order. This is included by default in modern versions of Windows; the associated Windows Registry key is located at <code>HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\SafeDLLSearchMode</code>.(Citation: Microsoft Dynamic Link Library Search Order
T1574.001,DLL,Identify and block potentially malicious software executed through DLL hijacking by using application control solutions capable of blocking DLLs loaded by legitimate software.(Citation: Microsoft AppLocker DLL
T1574.001,DLL,"Use auditing tools capable of detecting DLL search order hijacking opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for DLL hijacking weaknesses.(Citation: Powersploit) Use the program `sxstrace.exe` that is included with Windows, along with manual inspection, to check manifest files for side-by-side problems in software.(Citation: Microsoft Sxstrace"
T1574.001,DLL,"When possible, include hash values in manifest files to help prevent side-loading of malicious libraries"
"T1574.001, T1574","DLL, Hijack Execution Flow",Update software regularly to include patches that fix DLL side-loading vulnerabilities
T1574.004,Dylib Hijacking,"Set directory access controls to prevent file writes to the search paths for applications, both in the folders where applications are run from and the standard dylib folders"
"T1574.005, T1574","Executable Installer File Permissions Weakness, Hijack Execution Flow","Turn off UAC's privilege elevation for standard users <code>[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System]</code> to automatically deny elevation requests, add: <code>""ConsentPromptBehaviorUser""=dword:00000000</code>. Consider enabling installer detection for all users by adding: <code>""EnableInstallerDetection""=dword:00000001</code>. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: <code>""EnableInstallerDetection""=dword:00000000</code>. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged. (Citation: Executable Installers are Vulnerable"
"T1574.005, T1574.010","Executable Installer File Permissions Weakness, Services File Permissions Weakness",Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories where able
"T1574.005, T1574.010","Executable Installer File Permissions Weakness, Services File Permissions Weakness",Use auditing tools capable of detecting file system permissions abuse opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for service file system permissions weaknesses.(Citation: Powersploit
T1574.006,Dynamic Linker Hijacking,"When System Integrity Protection (SIP) is enabled in macOS, the aforementioned environment variables are ignored when executing protected binaries. Third-party applications can also leverage Apple’s Hardened Runtime, ensuring these environment variables are subject to imposed restrictions.(Citation: Apple Developer Doco Hardened Runtime) Admins can add restrictions to applications by setting the setuid and/or setgid bits, use entitlements, or have a __RESTRICT segment in the Mach-O binary"
"T1574.006, T1574","Dynamic Linker Hijacking, Hijack Execution Flow",Adversaries may use new payloads to execute this technique. Identify and block potentially malicious software executed through hijacking by using application control solutions also capable of blocking libraries loaded by legitimate software
"T1574.007, T1574.008, T1574.009","Path Interception by PATH Environment Variable, Path Interception by Search Order Hijacking, Path Interception by Unquoted Path","Adversaries will likely need to place new binaries in locations to be executed through this weakness. Identify and block potentially malicious software executed path interception by using application control tools, like Windows Defender Application Control, AppLocker, or Software Restriction Policies where appropriate.(Citation: SANS Application Whitelisting)(Citation: Microsoft Windows Defender Application Control)(Citation: Windows Commands JPCERT)(Citation: NSA MS AppLocker)(Citation: Microsoft Application Lockdown)(Citation: Microsoft Using Software Restriction"
"T1574.007, T1574.008, T1574.009","Path Interception by PATH Environment Variable, Path Interception by Search Order Hijacking, Path Interception by Unquoted Path","Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory <code>C:</code> and system directories, such as <code>C:\Windows\</code>, to reduce places where malicious files could be placed for execution. Require that all executables be placed in write-protected directories"
"T1574.007, T1574.008, T1574.009","Path Interception by PATH Environment Variable, Path Interception by Search Order Hijacking, Path Interception by Unquoted Path","Find and eliminate path interception weaknesses in program configuration files, scripts, the PATH environment variable, services, and in shortcuts by surrounding PATH variables with quotation marks when functions allow for them. Be aware of the search order Windows uses for executing or loading binaries and use fully qualified paths wherever appropriate. Clean up old Windows Registry keys when software is uninstalled to avoid keys with no associated legitimate binaries. Periodically search for and correct or report path interception weaknesses on systems that may have been introduced using custom or available tools that report software using insecure path configurations.(Citation: Microsoft CreateProcess)(Citation: Microsoft Dynamic-Link Library Security)(Citation: Vulnerability and Exploit Detector"
T1574.010,Services File Permissions Weakness,"Turn off UAC's privilege elevation for standard users <code>[HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System]</code>to automatically deny elevation requests, add: <code>""ConsentPromptBehaviorUser""=dword:00000000</code>. Consider enabling installer detection for all users by adding: <code>""EnableInstallerDetection""=dword:00000001</code>. This will prompt for a password for installation and also log the attempt. To disable installer detection, instead add: <code>""EnableInstallerDetection""=dword:00000000</code>. This may prevent potential elevation of privileges through exploitation during the process of UAC detecting the installer, but will allow the installation process to continue without being logged.(Citation: Executable Installers are Vulnerable"
T1574.012,COR_PROFILER,Ensure proper permissions are set for Registry hives to prevent users from modifying keys associated with COR_PROFILER
T1574.012,COR_PROFILER,Identify and block potentially malicious unmanaged COR_PROFILER profiling DLLs by using application control solutions like AppLocker that are capable of auditing and/or blocking unapproved DLLs.(Citation: Beechey 2010)(Citation: Windows Commands JPCERT)(Citation: NSA MS AppLocker
T1574.012,COR_PROFILER,Limit the privileges of user accounts so that only authorized administrators can edit system environment variables
"T1574.013, T1574","KernelCallbackTable, Hijack Execution Flow",Some endpoint security solutions can be configured to block some types of behaviors related to process injection/memory tampering based on common sequences of indicators (ex: execution of specific API functions
T1574.014,AppDomainManager,"Install .NET applications and related software in write-protected locations. Set directory access controls to prevent file writes to the search paths for .NET applications, both in the folders where applications are run from and the standard resources folders"
T1574,Hijack Execution Flow,Disallow loading of remote DLLs. This is included by default in Windows Server 2012+ and is available by patch for XP+ and Server 2003+. Enable Safe DLL Search Mode to force search for system DLLs in directories with greater restrictions (e.g. <code>%SYSTEMROOT%</code>)to be used before local directory DLLs (e.g. a user's home directory) The Safe DLL Search Mode can be enabled via Group Policy at Computer Configuration > [Policies] > Administrative Templates > MSS (Legacy): MSS: (SafeDllSearchMode) Enable Safe DLL search mode. The associated Windows Registry key for this is located at <code>HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\SafeDLLSearchMode</code>(Citation: Microsoft More information about DLL)(Citation: Microsoft Dynamic Link Library Search Order
T1574,Hijack Execution Flow,"Install software in write-protected locations. Set directory access controls to prevent file writes to the search paths for applications, both in the folders where applications are run from and the standard library folders"
T1574,Hijack Execution Flow,"Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service binary target path locations. Deny execution from user directories such as file download directories and temp directories where able. Ensure that proper permissions and directory access control are set to deny users the ability to write files to the top-level directory <code>C:</code> and system directories, such as <code>C:\Windows\</code>, to reduce places where malicious files could be placed for execution"
T1574,Hijack Execution Flow,"Use auditing tools capable of detecting hijacking opportunities on systems within an enterprise and correct them. Toolkits like the PowerSploit framework contain PowerUp modules that can be used to explore systems for hijacking weaknesses.(Citation: Powersploit) Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software. Find and eliminate path interception weaknesses in program configuration files, scripts, the PATH environment variable, services, and in shortcuts by surrounding PATH variables with quotation marks when functions allow for them. Be aware of the search order Windows uses for executing or loading binaries and use fully qualified paths wherever appropriate. Clean up old Windows Registry keys when software is uninstalled to avoid keys with no associated legitimate binaries. Periodically search for and correct or report path interception weaknesses on systems that may have been introduced using custom or available tools that report software using insecure path configurations.(Citation: Microsoft CreateProcess)(Citation: Microsoft Dynamic-Link Library Security)(Citation: Vulnerability and Exploit Detector"
T1574,Hijack Execution Flow,"When possible, include hash values in manifest files to help prevent side-loading of malicious libraries.(Citation: FireEye DLL Side-Loading"
T1583.001,Domains,Organizations may intentionally register similar domains to their own to deter adversaries from creating typosquatting domains. Other facets of this technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls
"T1583.002, T1583.003, T1583.004, T1583.005, T1583.006, T1583.007, T1583, T1584.001, T1584.002, T1584.003, T1584.004, T1584.005, T1584.006, T1584.007, T1584.008, T1584, T1585.001, T1585.002, T1585.003, T1585, T1586.001, T1586.002, T1586.003, T1586, T1587.001, T1587.002, T1587.003, T1587.004, T1587, T1588.001, T1588.002, T1588.003, T1588.004, T1588.005, T1588.006, T1588.007, T1588, T1608.001, T1608.002, T1608.003, T1608.004, T1608.005, T1608.006, T1608, T1650","DNS Server, Virtual Private Server, Server, Botnet, Web Services, Serverless, Acquire Infrastructure, Domains, DNS Server, Virtual Private Server, Server, Botnet, Web Services, Serverless, Network Devices, Compromise Infrastructure, Social Media Accounts, Email Accounts, Cloud Accounts, Establish Accounts, Social Media Accounts, Email Accounts, Cloud Accounts, Compromise Accounts, Malware, Code Signing Certificates, Digital Certificates, Exploits, Develop Capabilities, Malware, Tool, Code Signing Certificates, Digital Certificates, Exploits, Vulnerabilities, Artificial Intelligence, Obtain Capabilities, Upload Malware, Upload Tool, Install Digital Certificate, Drive-by Target, Link Target, SEO Poisoning, Stage Capabilities, Acquire Access",This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls
T1583.008,Malvertising,"This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should be focused on initial access activities, such as drive by compromise where ad blocking adblockers can help prevent malicious code from executing"
